municipio,estado
SENADOR RUI PALMEIRA,Alagoas
TANQUE D'ARCA,Alagoas
TAQUARANA,Alagoas
TEOTÔNIO VILELA,Alagoas
TRAIPU,Alagoas
UNIÃO DOS PALMARES,Alagoas
VIÇOSA,Alagoas
AMPARO DO SÃO FRANCISCO,Sergipe
AQUIDABÃ,Sergipe
ARACAJU,Sergipe
ARAUÁ,Sergipe
AREIA BRANCA,Sergipe
BARRA DOS COQUEIROS,Sergipe
BOQUIM,Sergipe
BREJO GRANDE,Sergipe
CAMPO DO BRITO,Sergipe
CANHOBA,Sergipe
CANINDÉ DE SÃO FRANCISCO,Sergipe
CAPELA,Sergipe
CARIRA,Sergipe
CARMÓPOLIS,Sergipe
CEDRO DE SÃO JOÃO,Sergipe
CRISTINÁPOLIS,Sergipe
CUMBE,Sergipe
DIVINA PASTORA,Sergipe
ESTÂNCIA,Sergipe
FEIRA NOVA,Sergipe
FREI PAULO,Sergipe
GARARU,Sergipe
GENERAL MAYNARD,Sergipe
GRACHO CARDOSO,Sergipe
ILHA DAS FLORES,Sergipe
INDIAROBA,Sergipe
ITABAIANA,Sergipe
ITABAIANINHA,Sergipe
ITABI,Sergipe
ITAPORANGA D'AJUDA,Sergipe
JAPARATUBA,Sergipe
JAPOATÃ,Sergipe
LAGARTO,Sergipe
LARANJEIRAS,Sergipe
MACAMBIRA,Sergipe
MALHADA DOS BOIS,Sergipe
MALHADOR,Sergipe
MARUIM,Sergipe
MOITA BONITA,Sergipe
MONTE ALEGRE DE SERGIPE,Sergipe
MURIBECA,Sergipe
NEÓPOLIS,Sergipe
NOSSA SENHORA APARECIDA,Sergipe
NOSSA SENHORA DA GLÓRIA,Sergipe
NOSSA SENHORA DAS DORES,Sergipe
NOSSA SENHORA DE LOURDES,Sergipe
NOSSA SENHORA DO SOCORRO,Sergipe
PACATUBA,Sergipe
PEDRA MOLE,Sergipe
PEDRINHAS,Sergipe
PINHÃO,Sergipe
PIRAMBU,Sergipe
POÇO REDONDO,Sergipe
POÇO VERDE,Sergipe
PORTO DA FOLHA,Sergipe
PROPRIÁ,Sergipe
RIACHÃO DO DANTAS,Sergipe
RIACHUELO,Sergipe
RIBEIRÓPOLIS,Sergipe
ROSÁRIO DO CATETE,Sergipe
SALGADO,Sergipe
SANTA LUZIA DO ITANHY,Sergipe
SANTANA DO SÃO FRANCISCO,Sergipe
SANTA ROSA DE LIMA,Sergipe
SANTO AMARO DAS BROTAS,Sergipe
SÃO CRISTÓVÃO,Sergipe
SÃO DOMINGOS,Sergipe
SÃO FRANCISCO,Sergipe
SÃO MIGUEL DO ALEIXO,Sergipe
SIMÃO DIAS,Sergipe
SIRIRI,Sergipe
TELHA,Sergipe
TOBIAS BARRETO,Sergipe
TOMAR DO GERU,Sergipe
UMBAÚBA,Sergipe
ABAÍRA,Bahia
ABARÉ,Bahia
ACAJUTIBA,Bahia
ADUSTINA,Bahia
ÁGUA FRIA,Bahia
ÉRICO CARDOSO,Bahia
AIQUARA,Bahia
ALAGOINHAS,Bahia
ALCOBAÇA,Bahia
ALMADINA,Bahia
AMARGOSA,Bahia
AMÉLIA RODRIGUES,Bahia
AMÉRICA DOURADA,Bahia
ANAGÉ,Bahia
ANDARAÍ,Bahia
ANDORINHA,Bahia
ANGICAL,Bahia
ANGUERA,Bahia
ANTAS,Bahia
ANTÔNIO CARDOSO,Bahia
ANTÔNIO GONÇALVES,Bahia
APORÁ,Bahia
APUAREMA,Bahia
ARACATU,Bahia
ARAÇÁS,Bahia
ARACI,Bahia
ARAMARI,Bahia
ARATACA,Bahia
ARATUÍPE,Bahia
AURELINO LEAL,Bahia
BAIANÓPOLIS,Bahia
BAIXA GRANDE,Bahia
BANZAÊ,Bahia
BARRA,Bahia
BARRA DA ESTIVA,Bahia
BARRA DO CHOÇA,Bahia
BARRA DO MENDES,Bahia
BARRA DO ROCHA,Bahia
BARREIRAS,Bahia
BARRO ALTO,Bahia
BARROCAS,Bahia
BARRO PRETO,Bahia
BELMONTE,Bahia
BELO CAMPO,Bahia
BIRITINGA,Bahia
BOA NOVA,Bahia
BOA VISTA DO TUPIM,Bahia
BOM JESUS DA LAPA,Bahia
BOM JESUS DA SERRA,Bahia
BONINAL,Bahia
BONITO,Bahia
BOQUIRA,Bahia
BOTUPORÃ,Bahia
BREJÕES,Bahia
BREJOLÂNDIA,Bahia
BROTAS DE MACAÚBAS,Bahia
BRUMADO,Bahia
BUERAREMA,Bahia
BURITIRAMA,Bahia
CAATIBA,Bahia
CABACEIRAS DO PARAGUAÇU,Bahia
CACHOEIRA,Bahia
CACULÉ,Bahia
CAÉM,Bahia
CAETANOS,Bahia
CAETITÉ,Bahia
CAFARNAUM,Bahia
CAIRU,Bahia
CALDEIRÃO GRANDE,Bahia
CAMACAN,Bahia
CAMAÇARI,Bahia
CAMAMU,Bahia
CAMPO ALEGRE DE LOURDES,Bahia
CAMPO FORMOSO,Bahia
CANÁPOLIS,Bahia
CANARANA,Bahia
CANAVIEIRAS,Bahia
CANDEAL,Bahia
CANDEIAS,Bahia
CANDIBA,Bahia
CÂNDIDO SALES,Bahia
CANSANÇÃO,Bahia
CANUDOS,Bahia
CAPELA DO ALTO ALEGRE,Bahia
CAPIM GROSSO,Bahia
CARAÍBAS,Bahia
CARAVELAS,Bahia
CARDEAL DA SILVA,Bahia
CARINHANHA,Bahia
CASA NOVA,Bahia
CASTRO ALVES,Bahia
CATOLÂNDIA,Bahia
CATU,Bahia
CATURAMA,Bahia
CENTRAL,Bahia
CHORROCHÓ,Bahia
CÍCERO DANTAS,Bahia
CIPÓ,Bahia
COARACI,Bahia
COCOS,Bahia
CONCEIÇÃO DA FEIRA,Bahia
CONCEIÇÃO DO ALMEIDA,Bahia
CONCEIÇÃO DO COITÉ,Bahia
CONCEIÇÃO DO JACUÍPE,Bahia
CONDE,Bahia
CONDEÚBA,Bahia
CONTENDAS DO SINCORÁ,Bahia
CORAÇÃO DE MARIA,Bahia
CORDEIROS,Bahia
CORIBE,Bahia
CORONEL JOÃO SÁ,Bahia
CORRENTINA,Bahia
COTEGIPE,Bahia
CRAVOLÂNDIA,Bahia
CRISÓPOLIS,Bahia
CRISTÓPOLIS,Bahia
CRUZ DAS ALMAS,Bahia
CURAÇÁ,Bahia
DÁRIO MEIRA,Bahia
DIAS D'ÁVILA,Bahia
DOM BASÍLIO,Bahia
DOM MACEDO COSTA,Bahia
ELÍSIO MEDRADO,Bahia
ENCRUZILHADA,Bahia
ENTRE RIOS,Bahia
ESPLANADA,Bahia
EUCLIDES DA CUNHA,Bahia
EUNÁPOLIS,Bahia
FÁTIMA,Bahia
FEIRA DA MATA,Bahia
FEIRA DE SANTANA,Bahia
FILADÉLFIA,Bahia
FIRMINO ALVES,Bahia
FLORESTA AZUL,Bahia
FORMOSA DO RIO PRETO,Bahia
GANDU,Bahia
GAVIÃO,Bahia
GENTIO DO OURO,Bahia
GLÓRIA,Bahia
GONGOGI,Bahia
GOVERNADOR MANGABEIRA,Bahia
GUAJERU,Bahia
GUANAMBI,Bahia
GUARATINGA,Bahia
HELIÓPOLIS,Bahia
IAÇU,Bahia
IBIASSUCÊ,Bahia
IBICARAÍ,Bahia
IBICOARA,Bahia
IBICUÍ,Bahia
IBIPEBA,Bahia
IBIPITANGA,Bahia
IBIQUERA,Bahia
IBIRAPITANGA,Bahia
IBIRAPUÃ,Bahia
IBIRATAIA,Bahia
IBITIARA,Bahia
IBITITÁ,Bahia
IBOTIRAMA,Bahia
ICHU,Bahia
IGAPORÃ,Bahia
IGRAPIÚNA,Bahia
IGUAÍ,Bahia
ILHÉUS,Bahia
INHAMBUPE,Bahia
IPECAETÁ,Bahia
IPIAÚ,Bahia
IPIRÁ,Bahia
IPUPIARA,Bahia
IRAJUBA,Bahia
IRAMAIA,Bahia
IRAQUARA,Bahia
IRARÁ,Bahia
IRECÊ,Bahia
ITABELA,Bahia
ITABERABA,Bahia
ITABUNA,Bahia
ITACARÉ,Bahia
ITAETÉ,Bahia
ITAGI,Bahia
ITAGIBÁ,Bahia
ITAGIMIRIM,Bahia
ITAGUAÇU DA BAHIA,Bahia
ITAJU DO COLÔNIA,Bahia
ITAJUÍPE,Bahia
ITAMARAJU,Bahia
ITAMARI,Bahia
ITAMBÉ,Bahia
ITANAGRA,Bahia
ITANHÉM,Bahia
ITAPARICA,Bahia
ITAPÉ,Bahia
ITAPEBI,Bahia
ITAPETINGA,Bahia
ITAPICURU,Bahia
ITAPITANGA,Bahia
ITAQUARA,Bahia
ITARANTIM,Bahia
ITATIM,Bahia
ITIRUÇU,Bahia
ITIÚBA,Bahia
ITORORÓ,Bahia
ITUAÇU,Bahia
ITUBERÁ,Bahia
IUIU,Bahia
JABORANDI,Bahia
JACARACI,Bahia
JACOBINA,Bahia
JAGUAQUARA,Bahia
JAGUARARI,Bahia
JAGUARIPE,Bahia
JANDAÍRA,Bahia
JEQUIÉ,Bahia
JEREMOABO,Bahia
JIQUIRIÇÁ,Bahia
JITAÚNA,Bahia
JOÃO DOURADO,Bahia
JUAZEIRO,Bahia
JUCURUÇU,Bahia
JUSSARA,Bahia
JUSSARI,Bahia
JUSSIAPE,Bahia
LAFAIETE COUTINHO,Bahia
LAGOA REAL,Bahia
LAJE,Bahia
LAJEDÃO,Bahia
LAJEDINHO,Bahia
LAJEDO DO TABOCAL,Bahia
LAMARÃO,Bahia
LAPÃO,Bahia
LAURO DE FREITAS,Bahia
LENÇÓIS,Bahia
LICÍNIO DE ALMEIDA,Bahia
LIVRAMENTO DE NOSSA SENHORA,Bahia
LUÍS EDUARDO MAGALHÃES,Bahia
MACAJUBA,Bahia
MACARANI,Bahia
MACAÚBAS,Bahia
MACURURÉ,Bahia
MADRE DE DEUS,Bahia
MAETINGA,Bahia
MAIQUINIQUE,Bahia
MAIRI,Bahia
MALHADA,Bahia
MALHADA DE PEDRAS,Bahia
MANOEL VITORINO,Bahia
MANSIDÃO,Bahia
MARACÁS,Bahia
MARAGOGIPE,Bahia
MARAÚ,Bahia
MARCIONÍLIO SOUZA,Bahia
MASCOTE,Bahia
MATA DE SÃO JOÃO,Bahia
MATINA,Bahia
MEDEIROS NETO,Bahia
MIGUEL CALMON,Bahia
MILAGRES,Bahia
MIRANGABA,Bahia
MIRANTE,Bahia
MONTE SANTO,Bahia
MORPARÁ,Bahia
MORRO DO CHAPÉU,Bahia
MORTUGABA,Bahia
MUCUGÊ,Bahia
MUCURI,Bahia
MULUNGU DO MORRO,Bahia
MUNDO NOVO,Bahia
MUNIZ FERREIRA,Bahia
MUQUÉM DO SÃO FRANCISCO,Bahia
MURITIBA,Bahia
MUTUÍPE,Bahia
NAZARÉ,Bahia
NILO PEÇANHA,Bahia
NORDESTINA,Bahia
NOVA CANAÃ,Bahia
NOVA FÁTIMA,Bahia
NOVA IBIÁ,Bahia
NOVA ITARANA,Bahia
NOVA REDENÇÃO,Bahia
NOVA SOURE,Bahia
NOVA VIÇOSA,Bahia
NOVO HORIZONTE,Bahia
NOVO TRIUNFO,Bahia
OLINDINA,Bahia
OLIVEIRA DOS BREJINHOS,Bahia
OURIÇANGAS,Bahia
OUROLÂNDIA,Bahia
PALMAS DE MONTE ALTO,Bahia
PALMEIRAS,Bahia
PARAMIRIM,Bahia
PARATINGA,Bahia
PARIPIRANGA,Bahia
PAU BRASIL,Bahia
PAULO AFONSO,Bahia
PÉ DE SERRA,Bahia
PEDRÃO,Bahia
PEDRO ALEXANDRE,Bahia
PIATÃ,Bahia
PILÃO ARCADO,Bahia
PINDAÍ,Bahia
PINDOBAÇU,Bahia
PINTADAS,Bahia
PIRAÍ DO NORTE,Bahia
PIRIPÁ,Bahia
PIRITIBA,Bahia
PLANALTINO,Bahia
PLANALTO,Bahia
POÇÕES,Bahia
POJUCA,Bahia
PONTO NOVO,Bahia
PORTO SEGURO,Bahia
POTIRAGUÁ,Bahia
PRADO,Bahia
PRESIDENTE DUTRA,Bahia
PRESIDENTE JÂNIO QUADROS,Bahia
PRESIDENTE TANCREDO NEVES,Bahia
QUEIMADAS,Bahia
QUIJINGUE,Bahia
QUIXABEIRA,Bahia
RAFAEL JAMBEIRO,Bahia
REMANSO,Bahia
RETIROLÂNDIA,Bahia
RIACHÃO DAS NEVES,Bahia
RIACHÃO DO JACUÍPE,Bahia
RIACHO DE SANTANA,Bahia
RIBEIRA DO AMPARO,Bahia
RIBEIRA DO POMBAL,Bahia
RIBEIRÃO DO LARGO,Bahia
RIO DE CONTAS,Bahia
RIO DO ANTÔNIO,Bahia
RIO DO PIRES,Bahia
RIO REAL,Bahia
RODELAS,Bahia
RUY BARBOSA,Bahia
SALINAS DA MARGARIDA,Bahia
SALVADOR,Bahia
SANTA BÁRBARA,Bahia
SANTA BRÍGIDA,Bahia
SANTA CRUZ CABRÁLIA,Bahia
SANTA CRUZ DA VITÓRIA,Bahia
SANTA INÊS,Bahia
SANTALUZ,Bahia
SANTA LUZIA,Bahia
SANTA MARIA DA VITÓRIA,Bahia
SANTANA,Bahia
SANTANÓPOLIS,Bahia
SANTA RITA DE CÁSSIA,Bahia
SANTA TEREZINHA,Bahia
SANTO AMARO,Bahia
SANTO ANTÔNIO DE JESUS,Bahia
SANTO ESTÊVÃO,Bahia
SÃO DESIDÉRIO,Bahia
SÃO DOMINGOS,Bahia
SÃO FÉLIX,Bahia
SÃO FÉLIX DO CORIBE,Bahia
SÃO FELIPE,Bahia
SÃO FRANCISCO DO CONDE,Bahia
SÃO GABRIEL,Bahia
SÃO GONÇALO DOS CAMPOS,Bahia
SÃO JOSÉ DA VITÓRIA,Bahia
SÃO JOSÉ DO JACUÍPE,Bahia
SÃO MIGUEL DAS MATAS,Bahia
SÃO SEBASTIÃO DO PASSÉ,Bahia
SAPEAÇU,Bahia
SÁTIRO DIAS,Bahia
SAUBARA,Bahia
SAÚDE,Bahia
SEABRA,Bahia
SEBASTIÃO LARANJEIRAS,Bahia
SENHOR DO BONFIM,Bahia
SERRA DO RAMALHO,Bahia
SENTO SÉ,Bahia
SERRA DOURADA,Bahia
SERRA PRETA,Bahia
SERRINHA,Bahia
SERROLÂNDIA,Bahia
SIMÕES FILHO,Bahia
SÍTIO DO MATO,Bahia
SÍTIO DO QUINTO,Bahia
SOBRADINHO,Bahia
SOUTO SOARES,Bahia
TABOCAS DO BREJO VELHO,Bahia
TANHAÇU,Bahia
TANQUE NOVO,Bahia
TANQUINHO,Bahia
TAPEROÁ,Bahia
TAPIRAMUTÁ,Bahia
TEIXEIRA DE FREITAS,Bahia
TEODORO SAMPAIO,Bahia
TEOFILÂNDIA,Bahia
TEOLÂNDIA,Bahia
TERRA NOVA,Bahia
TREMEDAL,Bahia
TUCANO,Bahia
UAUÁ,Bahia
UBAÍRA,Bahia
UBAITABA,Bahia
UBATÃ,Bahia
UIBAÍ,Bahia
UMBURANAS,Bahia
UNA,Bahia
URANDI,Bahia
URUÇUCA,Bahia
UTINGA,Bahia
VALENÇA,Bahia
VALENTE,Bahia
VÁRZEA DA ROÇA,Bahia
VÁRZEA DO POÇO,Bahia
VÁRZEA NOVA,Bahia
VARZEDO,Bahia
VERA CRUZ,Bahia
VEREDA,Bahia
VITÓRIA DA CONQUISTA,Bahia
WAGNER,Bahia
WANDERLEY,Bahia
WENCESLAU GUIMARÃES,Bahia
XIQUE-XIQUE,Bahia
ABADIA DOS DOURADOS,Minas Gera
ABAETÉ,Minas Gera
ABRE CAMPO,Minas Gera
ACAIACA,Minas Gera
AÇUCENA,Minas Gera
ÁGUA BOA,Minas Gera
ÁGUA COMPRIDA,Minas Gera
AGUANIL,Minas Gera
ÁGUAS FORMOSAS,Minas Gera
ÁGUAS VERMELHAS,Minas Gera
AIMORÉS,Minas Gera
AIURUOCA,Minas Gera
ALAGOA,Minas Gera
ALBERTINA,Minas Gera
ALÉM PARAÍBA,Minas Gera
ALFENAS,Minas Gera
ALFREDO VASCONCELOS,Minas Gera
ALMENARA,Minas Gera
ALPERCATA,Minas Gera
ALPINÓPOLIS,Minas Gera
ALTEROSA,Minas Gera
ALTO CAPARAÓ,Minas Gera
ALTO RIO DOCE,Minas Gera
ALVARENGA,Minas Gera
ALVINÓPOLIS,Minas Gera
ALVORADA DE MINAS,Minas Gera
AMPARO DO SERRA,Minas Gera
ANDRADAS,Minas Gera
CACHOEIRA DE PAJEÚ,Minas Gera
ANDRELÂNDIA,Minas Gera
ANGELÂNDIA,Minas Gera
ANTÔNIO CARLOS,Minas Gera
ANTÔNIO DIAS,Minas Gera
ANTÔNIO PRADO DE MINAS,Minas Gera
ARAÇAÍ,Minas Gera
ARACITABA,Minas Gera
ARAÇUAÍ,Minas Gera
ARAGUARI,Minas Gera
ARANTINA,Minas Gera
ARAPONGA,Minas Gera
ARAPORÃ,Minas Gera
ARAPUÁ,Minas Gera
ARAÚJOS,Minas Gera
ARAXÁ,Minas Gera
ARCEBURGO,Minas Gera
ARCOS,Minas Gera
AREADO,Minas Gera
ARGIRITA,Minas Gera
ARICANDUVA,Minas Gera
ARINOS,Minas Gera
ASTOLFO DUTRA,Minas Gera
ATALÉIA,Minas Gera
AUGUSTO DE LIMA,Minas Gera
BAEPENDI,Minas Gera
BALDIM,Minas Gera
BAMBUÍ,Minas Gera
BANDEIRA,Minas Gera
BANDEIRA DO SUL,Minas Gera
BARÃO DE COCAIS,Minas Gera
BARÃO DE MONTE ALTO,Minas Gera
BARBACENA,Minas Gera
BARRA LONGA,Minas Gera
BARROSO,Minas Gera
BELA VISTA DE MINAS,Minas Gera
BELMIRO BRAGA,Minas Gera
BELO HORIZONTE,Minas Gera
BELO ORIENTE,Minas Gera
BELO VALE,Minas Gera
BERILO,Minas Gera
BERTÓPOLIS,Minas Gera
BERIZAL,Minas Gera
BETIM,Minas Gera
BIAS FORTES,Minas Gera
BICAS,Minas Gera
BIQUINHAS,Minas Gera
BOA ESPERANÇA,Minas Gera
BOCAINA DE MINAS,Minas Gera
BOCAIÚVA,Minas Gera
BOM DESPACHO,Minas Gera
BOM JARDIM DE MINAS,Minas Gera
BOM JESUS DA PENHA,Minas Gera
BOM JESUS DO AMPARO,Minas Gera
BOM JESUS DO GALHO,Minas Gera
BOM REPOUSO,Minas Gera
BOM SUCESSO,Minas Gera
BONFIM,Minas Gera
BONFINÓPOLIS DE MINAS,Minas Gera
BONITO DE MINAS,Minas Gera
BORDA DA MATA,Minas Gera
BOTELHOS,Minas Gera
BOTUMIRIM,Minas Gera
BRASILÂNDIA DE MINAS,Minas Gera
BRASÍLIA DE MINAS,Minas Gera
BRÁS PIRES,Minas Gera
BRAÚNAS,Minas Gera
BRAZÓPOLIS,Minas Gera
BRUMADINHO,Minas Gera
BUENO BRANDÃO,Minas Gera
BUENÓPOLIS,Minas Gera
BUGRE,Minas Gera
BURITIS,Minas Gera
BURITIZEIRO,Minas Gera
CABECEIRA GRANDE,Minas Gera
CABO VERDE,Minas Gera
CACHOEIRA DA PRATA,Minas Gera
CACHOEIRA DE MINAS,Minas Gera
CACHOEIRA DOURADA,Minas Gera
CAETANÓPOLIS,Minas Gera
CAETÉ,Minas Gera
CAIANA,Minas Gera
CAJURI,Minas Gera
CALDAS,Minas Gera
CAMACHO,Minas Gera
CAMANDUCAIA,Minas Gera
CAMBUÍ,Minas Gera
CAMBUQUIRA,Minas Gera
CAMPANÁRIO,Minas Gera
CAMPANHA,Minas Gera
CAMPESTRE,Minas Gera
CAMPINA VERDE,Minas Gera
CAMPO AZUL,Minas Gera
CAMPO BELO,Minas Gera
CAMPO DO MEIO,Minas Gera
CAMPO FLORIDO,Minas Gera
CAMPOS ALTOS,Minas Gera
CAMPOS GERAIS,Minas Gera
CANAÃ,Minas Gera
CANÁPOLIS,Minas Gera
CANA VERDE,Minas Gera
CANDEIAS,Minas Gera
CANTAGALO,Minas Gera
CAPARAÓ,Minas Gera
CAPELA NOVA,Minas Gera
CAPELINHA,Minas Gera
CAPETINGA,Minas Gera
CAPIM BRANCO,Minas Gera
CAPINÓPOLIS,Minas Gera
CAPITÃO ANDRADE,Minas Gera
CAPITÃO ENÉAS,Minas Gera
CAPITÓLIO,Minas Gera
CAPUTIRA,Minas Gera
CARAÍ,Minas Gera
CARANAÍBA,Minas Gera
CARANDAÍ,Minas Gera
CARANGOLA,Minas Gera
CARATINGA,Minas Gera
CARBONITA,Minas Gera
CAREAÇU,Minas Gera
CARLOS CHAGAS,Minas Gera
CARMÉSIA,Minas Gera
CARMO DA CACHOEIRA,Minas Gera
CARMO DA MATA,Minas Gera
CARMO DE MINAS,Minas Gera
CARMO DO CAJURU,Minas Gera
CARMO DO PARANAÍBA,Minas Gera
CARMO DO RIO CLARO,Minas Gera
CARMÓPOLIS DE MINAS,Minas Gera
CARNEIRINHO,Minas Gera
CARRANCAS,Minas Gera
CARVALHÓPOLIS,Minas Gera
CARVALHOS,Minas Gera
CASA GRANDE,Minas Gera
CASCALHO RICO,Minas Gera
CÁSSIA,Minas Gera
CONCEIÇÃO DA BARRA DE MINAS,Minas Gera
CATAGUASES,Minas Gera
CATAS ALTAS,Minas Gera
CATAS ALTAS DA NORUEGA,Minas Gera
CATUJI,Minas Gera
CATUTI,Minas Gera
CAXAMBU,Minas Gera
CEDRO DO ABAETÉ,Minas Gera
CENTRAL DE MINAS,Minas Gera
CENTRALINA,Minas Gera
CHÁCARA,Minas Gera
CHALÉ,Minas Gera
CHAPADA DO NORTE,Minas Gera
CHAPADA GAÚCHA,Minas Gera
CHIADOR,Minas Gera
CIPOTÂNEA,Minas Gera
CLARAVAL,Minas Gera
CLARO DOS POÇÕES,Minas Gera
CLÁUDIO,Minas Gera
COIMBRA,Minas Gera
COLUNA,Minas Gera
COMENDADOR GOMES,Minas Gera
COMERCINHO,Minas Gera
CONCEIÇÃO DA APARECIDA,Minas Gera
CONCEIÇÃO DAS PEDRAS,Minas Gera
CONCEIÇÃO DAS ALAGOAS,Minas Gera
CONCEIÇÃO DE IPANEMA,Minas Gera
CONCEIÇÃO DO MATO DENTRO,Minas Gera
CONCEIÇÃO DO PARÁ,Minas Gera
CONCEIÇÃO DO RIO VERDE,Minas Gera
CONCEIÇÃO DOS OUROS,Minas Gera
CÔNEGO MARINHO,Minas Gera
CONFINS,Minas Gera
CONGONHAL,Minas Gera
CONGONHAS,Minas Gera
CONGONHAS DO NORTE,Minas Gera
CONQUISTA,Minas Gera
CONSELHEIRO LAFAIETE,Minas Gera
CONSELHEIRO PENA,Minas Gera
CONSOLAÇÃO,Minas Gera
CONTAGEM,Minas Gera
COQUEIRAL,Minas Gera
CORAÇÃO DE JESUS,Minas Gera
CORDISBURGO,Minas Gera
CORDISLÂNDIA,Minas Gera
CORINTO,Minas Gera
COROACI,Minas Gera
COROMANDEL,Minas Gera
CORONEL FABRICIANO,Minas Gera
CORONEL MURTA,Minas Gera
CORONEL PACHECO,Minas Gera
CORONEL XAVIER CHAVES,Minas Gera
CÓRREGO DANTA,Minas Gera
CÓRREGO DO BOM JESUS,Minas Gera
CÓRREGO FUNDO,Minas Gera
CÓRREGO NOVO,Minas Gera
COUTO DE MAGALHÃES DE MINAS,Minas Gera
CRISÓLITA,Minas Gera
CRISTAIS,Minas Gera
CRISTÁLIA,Minas Gera
CRISTIANO OTONI,Minas Gera
CRISTINA,Minas Gera
CRUCILÂNDIA,Minas Gera
CRUZEIRO DA FORTALEZA,Minas Gera
CRUZÍLIA,Minas Gera
CUPARAQUE,Minas Gera
CURRAL DE DENTRO,Minas Gera
CURVELO,Minas Gera
DATAS,Minas Gera
DELFIM MOREIRA,Minas Gera
DELFINÓPOLIS,Minas Gera
DELTA,Minas Gera
DESCOBERTO,Minas Gera
DESTERRO DE ENTRE RIOS,Minas Gera
DESTERRO DO MELO,Minas Gera
DIAMANTINA,Minas Gera
DIOGO DE VASCONCELOS,Minas Gera
DIONÍSIO,Minas Gera
DIVINÉSIA,Minas Gera
DIVINO,Minas Gera
DIVINO DAS LARANJEIRAS,Minas Gera
DIVINOLÂNDIA DE MINAS,Minas Gera
DIVINÓPOLIS,Minas Gera
DIVISA ALEGRE,Minas Gera
DIVISA NOVA,Minas Gera
DIVISÓPOLIS,Minas Gera
DOM BOSCO,Minas Gera
DOM CAVATI,Minas Gera
DOM JOAQUIM,Minas Gera
DOM SILVÉRIO,Minas Gera
DOM VIÇOSO,Minas Gera
DONA EUZÉBIA,Minas Gera
DORES DE CAMPOS,Minas Gera
DORES DE GUANHÃES,Minas Gera
DORES DO INDAIÁ,Minas Gera
DORES DO TURVO,Minas Gera
DORESÓPOLIS,Minas Gera
DOURADOQUARA,Minas Gera
DURANDÉ,Minas Gera
ELÓI MENDES,Minas Gera
ENGENHEIRO CALDAS,Minas Gera
ENGENHEIRO NAVARRO,Minas Gera
ENTRE FOLHAS,Minas Gera
ENTRE RIOS DE MINAS,Minas Gera
ERVÁLIA,Minas Gera
ESMERALDAS,Minas Gera
ESPERA FELIZ,Minas Gera
ESPINOSA,Minas Gera
ESPÍRITO SANTO DO DOURADO,Minas Gera
ESTIVA,Minas Gera
ESTRELA DALVA,Minas Gera
ESTRELA DO INDAIÁ,Minas Gera
ESTRELA DO SUL,Minas Gera
EUGENÓPOLIS,Minas Gera
EWBANK DA CÂMARA,Minas Gera
EXTREMA,Minas Gera
FAMA,Minas Gera
FARIA LEMOS,Minas Gera
FELÍCIO DOS SANTOS,Minas Gera
SÃO GONÇALO DO RIO PRETO,Minas Gera
FELISBURGO,Minas Gera
FELIXLÂNDIA,Minas Gera
FERNANDES TOURINHO,Minas Gera
FERROS,Minas Gera
FERVEDOURO,Minas Gera
FLORESTAL,Minas Gera
FORMIGA,Minas Gera
FORMOSO,Minas Gera
FORTALEZA DE MINAS,Minas Gera
FORTUNA DE MINAS,Minas Gera
FRANCISCO BADARÓ,Minas Gera
FRANCISCO DUMONT,Minas Gera
FRANCISCO SÁ,Minas Gera
FRANCISCÓPOLIS,Minas Gera
FREI GASPAR,Minas Gera
FREI INOCÊNCIO,Minas Gera
FREI LAGONEGRO,Minas Gera
FRONTEIRA,Minas Gera
FRONTEIRA DOS VALES,Minas Gera
FRUTA DE LEITE,Minas Gera
FRUTAL,Minas Gera
FUNILÂNDIA,Minas Gera
GALILÉIA,Minas Gera
GAMELEIRAS,Minas Gera
GLAUCILÂNDIA,Minas Gera
GOIABEIRA,Minas Gera
GOIANÁ,Minas Gera
GONÇALVES,Minas Gera
GONZAGA,Minas Gera
GOUVEIA,Minas Gera
GOVERNADOR VALADARES,Minas Gera
GRÃO MOGOL,Minas Gera
GRUPIARA,Minas Gera
GUANHÃES,Minas Gera
GUAPÉ,Minas Gera
GUARACIABA,Minas Gera
GUARACIAMA,Minas Gera
GUARANÉSIA,Minas Gera
GUARANI,Minas Gera
GUARARÁ,Minas Gera
GUARDA-MOR,Minas Gera
GUAXUPÉ,Minas Gera
GUIDOVAL,Minas Gera
GUIMARÂNIA,Minas Gera
GUIRICEMA,Minas Gera
GURINHATÃ,Minas Gera
HELIODORA,Minas Gera
IAPU,Minas Gera
IBERTIOGA,Minas Gera
IBIÁ,Minas Gera
IBIAÍ,Minas Gera
IBIRACATU,Minas Gera
IBIRACI,Minas Gera
IBIRITÉ,Minas Gera
IBITIÚRA DE MINAS,Minas Gera
IBITURUNA,Minas Gera
ICARAÍ DE MINAS,Minas Gera
IGARAPÉ,Minas Gera
IGARATINGA,Minas Gera
IGUATAMA,Minas Gera
IJACI,Minas Gera
ILICÍNEA,Minas Gera
IMBÉ DE MINAS,Minas Gera
INCONFIDENTES,Minas Gera
INDAIABIRA,Minas Gera
INDIANÓPOLIS,Minas Gera
INGAÍ,Minas Gera
INHAPIM,Minas Gera
INHAÚMA,Minas Gera
INIMUTABA,Minas Gera
IPABA,Minas Gera
IPANEMA,Minas Gera
IPATINGA,Minas Gera
IPIAÇU,Minas Gera
